# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_NON_SYNONYMOUS_START	variants_effect_SPLICE_SITE_ACCEPTOR	variants_effect_SPLICE_SITE_DONOR	variants_effect_START_GAINED	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_TRANSCRIPT	variants_effect_UPSTREAM	variants_effect_UTR_3_PRIME	variants_effect_UTR_5_PRIME
CmoCh11G011230.1	null.18441	CmoCh11G011230.1	protein_coding	0	0	0	15	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	8	2	0
CmoCh11G011240.1	null.18442	CmoCh11G011240.1	protein_coding	1	0	0	8	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CmoCh11G011270.1	null.18445	CmoCh11G011270.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011280.1	null.18446	CmoCh11G011280.1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011290.1	null.18447	CmoCh11G011290.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011300.1	null.18448	CmoCh11G011300.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011330.1	null.18451	CmoCh11G011330.1	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011340.1	null.18452	CmoCh11G011340.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011440.1	null.18462	CmoCh11G011440.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011450.1	null.18463	CmoCh11G011450.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011460.1	null.18464	CmoCh11G011460.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011470.1	null.18465	CmoCh11G011470.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011480.1	null.18466	CmoCh11G011480.1	protein_coding	0	0	0	7	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011490.1	null.18467	CmoCh11G011490.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G011500.1	null.18468	CmoCh11G011500.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011510.1	null.18469	CmoCh11G011510.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011530.1	null.18471	CmoCh11G011530.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh11G011540.1	null.18472	CmoCh11G011540.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011620.1	null.18480	CmoCh11G011620.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011630.1	null.18481	CmoCh11G011630.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011640.1	null.18482	CmoCh11G011640.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011670.1	null.18485	CmoCh11G011670.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011680.1	null.18486	CmoCh11G011680.1	protein_coding	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0
CmoCh11G011690.1	null.18487	CmoCh11G011690.1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G011700.1	null.18488	CmoCh11G011700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011710.1	null.18489	CmoCh11G011710.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011720.1	null.18490	CmoCh11G011720.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011730.1	null.18491	CmoCh11G011730.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011740.1	null.18492	CmoCh11G011740.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011750.1	null.18493	CmoCh11G011750.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011760.1	null.18494	CmoCh11G011760.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011830.1	null.18501	CmoCh11G011830.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011870.1	null.18505	CmoCh11G011870.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011880.1	null.18506	CmoCh11G011880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011890.1	null.18507	CmoCh11G011890.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011900.1	null.18508	CmoCh11G011900.1	protein_coding	0	0	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0
CmoCh11G011910.1	null.18509	CmoCh11G011910.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011960.1	null.18514	CmoCh11G011960.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012040.1	null.18522	CmoCh11G012040.1	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012050.1	null.18523	CmoCh11G012050.1	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
CmoCh11G012070.1	null.18525	CmoCh11G012070.1	protein_coding	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh11G012080.1	null.18526	CmoCh11G012080.1	protein_coding	0	0	2	22	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	21	0	0
CmoCh11G012090.1	null.18527	CmoCh11G012090.1	protein_coding	1	2	1	258	0	0	0	0	40	0	166	1	0	0	0	0	0	1	0	2	0	0	49	3	0
CmoCh11G012100.1	null.18528	CmoCh11G012100.1	protein_coding	0	7	5	150	0	0	0	0	59	0	41	5	0	0	0	0	0	0	0	7	0	0	44	6	0
CmoCh11G012110.1	null.18529	CmoCh11G012110.1	protein_coding	0	2	0	117	0	0	0	0	78	0	35	0	0	0	0	0	0	0	0	2	0	0	1	3	0
CmoCh11G012120.1	null.18530	CmoCh11G012120.1	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G012130.1	null.18531	CmoCh11G012130.1	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012140.1	null.18532	CmoCh11G012140.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012150.1	null.18533	CmoCh11G012150.1	protein_coding	0	0	1	14	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G012160.1	null.18534	CmoCh11G012160.1	protein_coding	0	2	1	12	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh11G012210.1	null.18539	CmoCh11G012210.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012220.1	null.18540	CmoCh11G012220.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012230.1	null.18541	CmoCh11G012230.1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012240.1	null.18542	CmoCh11G012240.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012260.1	null.18544	CmoCh11G012260.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012270.1	null.18545	CmoCh11G012270.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012280.1	null.18546	CmoCh11G012280.1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012290.1	null.18547	CmoCh11G012290.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012300.1	null.18548	CmoCh11G012300.1	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G012310.1	null.18549	CmoCh11G012310.1	protein_coding	0	0	0	10	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012320.1	null.18550	CmoCh11G012320.1	protein_coding	0	0	0	12	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G012340.1	null.18552	CmoCh11G012340.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012360.1	null.18554	CmoCh11G012360.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012370.1	null.18555	CmoCh11G012370.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012390.1	null.18557	CmoCh11G012390.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012400.1	null.18558	CmoCh11G012400.1	protein_coding	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012410.1	null.18559	CmoCh11G012410.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G012420.1	null.18560	CmoCh11G012420.1	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012430.1	null.18561	CmoCh11G012430.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012480.1	null.18566	CmoCh11G012480.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012490.1	null.18567	CmoCh11G012490.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G012520.1	null.18570	CmoCh11G012520.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012530.1	null.18571	CmoCh11G012530.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012540.1	null.18572	CmoCh11G012540.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012560.1	null.18574	CmoCh11G012560.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012590.1	null.18577	CmoCh11G012590.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh11G012610.1	null.18579	CmoCh11G012610.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012620.1	null.18580	CmoCh11G012620.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012630.1	null.18581	CmoCh11G012630.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012640.1	null.18582	CmoCh11G012640.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012650.1	null.18583	CmoCh11G012650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012670.1	null.18585	CmoCh11G012670.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh11G012680.1	null.18586	CmoCh11G012680.1	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G012690.1	null.18587	CmoCh11G012690.1	protein_coding	0	0	0	16	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G012700.1	null.18588	CmoCh11G012700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012720.1	null.18590	CmoCh11G012720.1	protein_coding	0	1	0	8	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh11G012730.1	null.18591	CmoCh11G012730.1	protein_coding	0	1	0	6	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CmoCh11G012740.1	null.18592	CmoCh11G012740.1	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012750.1	null.18593	CmoCh11G012750.1	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G012760.1	null.18594	CmoCh11G012760.1	protein_coding	0	0	0	9	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G012770.1	null.18595	CmoCh11G012770.1	protein_coding	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh11G012780.1	null.18596	CmoCh11G012780.1	protein_coding	0	0	0	9	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012790.1	null.18597	CmoCh11G012790.1	protein_coding	0	0	0	9	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G012800.1	null.18598	CmoCh11G012800.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012810.1	null.18599	CmoCh11G012810.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012820.1	null.18600	CmoCh11G012820.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012830.1	null.18601	CmoCh11G012830.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012850.1	null.18603	CmoCh11G012850.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012860.1	null.18604	CmoCh11G012860.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G012870.1	null.18605	CmoCh11G012870.1	protein_coding	0	0	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012880.1	null.18606	CmoCh11G012880.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012910.1	null.18609	CmoCh11G012910.1	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012920.1	null.18610	CmoCh11G012920.1	protein_coding	0	2	4	14	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0
CmoCh11G012930.1	null.18611	CmoCh11G012930.1	protein_coding	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G012940.1	null.18612	CmoCh11G012940.1	protein_coding	0	1	2	50	0	0	0	0	1	0	23	2	0	0	0	0	0	0	0	1	0	0	25	1	0
CmoCh11G012950.1	null.18613	CmoCh11G012950.1	protein_coding	0	2	4	105	0	0	0	0	30	0	9	4	0	0	0	0	0	0	0	2	0	0	61	4	1
CmoCh11G012960.1	null.18614	CmoCh11G012960.1	protein_coding	0	10	0	144	0	0	0	0	69	0	31	0	0	0	0	0	0	0	0	10	0	0	44	0	0
CmoCh11G012970.1	null.18615	CmoCh11G012970.1	protein_coding	0	2	2	75	0	0	0	0	1	0	24	2	0	0	0	0	0	0	0	2	0	0	49	1	0
CmoCh11G012980.1	null.18616	CmoCh11G012980.1	protein_coding	0	0	0	37	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0
CmoCh11G012990.1	null.18617	CmoCh11G012990.1	protein_coding	0	0	0	19	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G013000.1	null.18618	CmoCh11G013000.1	protein_coding	1	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0
CmoCh11G013010.1	null.18619	CmoCh11G013010.1	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G013020.1	null.18620	CmoCh11G013020.1	protein_coding	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G013030.1	null.18621	CmoCh11G013030.1	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CmoCh11G013090.1	null.18627	CmoCh11G013090.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G013150.1	null.18633	CmoCh11G013150.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1
CmoCh11G013160.1	null.18634	CmoCh11G013160.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
CmoCh11G013170.1	null.18635	CmoCh11G013170.1	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013210.1	null.18639	CmoCh11G013210.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013220.1	null.18640	CmoCh11G013220.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G013230.1	null.18641	CmoCh11G013230.1	protein_coding	0	0	1	17	0	0	0	0	8	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh11G013240.1	null.18642	CmoCh11G013240.1	protein_coding	1	0	1	16	0	0	0	0	9	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0
CmoCh11G013250.1	null.18643	CmoCh11G013250.1	protein_coding	0	0	0	22	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G013260.1	null.18644	CmoCh11G013260.1	protein_coding	0	0	0	16	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G013270.1	null.18645	CmoCh11G013270.1	protein_coding	0	0	0	32	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
CmoCh11G013280.1	null.18646	CmoCh11G013280.1	protein_coding	0	1	0	25	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh11G013290.1	null.18647	CmoCh11G013290.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G013300.1	null.18648	CmoCh11G013300.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013310.1	null.18649	CmoCh11G013310.1	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G013320.1	null.18650	CmoCh11G013320.1	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G013330.1	null.18651	CmoCh11G013330.1	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G013340.1	null.18652	CmoCh11G013340.1	protein_coding	0	0	1	17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	16	0	0
CmoCh11G013350.1	null.18653	CmoCh11G013350.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013390.1	null.18657	CmoCh11G013390.1	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G013400.1	null.18658	CmoCh11G013400.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013450.1	null.18663	CmoCh11G013450.1	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013460.1	null.18664	CmoCh11G013460.1	protein_coding	0	0	0	40	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G013470.1	null.18665	CmoCh11G013470.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013480.1	null.18666	CmoCh11G013480.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013490.1	null.18667	CmoCh11G013490.1	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013500.1	null.18668	CmoCh11G013500.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G013510.1	null.18669	CmoCh11G013510.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013520.1	null.18670	CmoCh11G013520.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013530.1	null.18671	CmoCh11G013530.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013540.1	null.18672	CmoCh11G013540.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013550.1	null.18673	CmoCh11G013550.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013560.1	null.18674	CmoCh11G013560.1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013570.1	null.18675	CmoCh11G013570.1	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013580.1	null.18676	CmoCh11G013580.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G013590.1	null.18677	CmoCh11G013590.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013600.1	null.18678	CmoCh11G013600.1	protein_coding	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013610.1	null.18679	CmoCh11G013610.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G013620.1	null.18680	CmoCh11G013620.1	protein_coding	0	0	1	13	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh11G013630.1	null.18681	CmoCh11G013630.1	protein_coding	0	0	1	47	0	0	0	0	24	0	1	1	0	0	0	0	0	0	0	0	0	0	22	0	0
CmoCh11G013640.1	null.18682	CmoCh11G013640.1	protein_coding	0	0	0	26	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	0
CmoCh11G013650.1	null.18683	CmoCh11G013650.1	protein_coding	0	0	0	19	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G013660.1	null.18684	CmoCh11G013660.1	protein_coding	0	0	0	23	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0
CmoCh11G013670.1	null.18685	CmoCh11G013670.1	protein_coding	0	0	0	14	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G013680.1	null.18686	CmoCh11G013680.1	protein_coding	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
